Name,State Land,Latitude,Longitude,Address,Town,County,,
Shelving Rock Area Campsite 9,Lake George Wild Forest,43.53639169,-73.57063602,160 Shelving Rock Rd,Fort Ann,Washington,,
Shelving Rock Brook Trail Tent Site #13,Lake George Wild Forest,43.55382508,-73.59457292,17 Log Bay Is,Fort Ann,Washington,,
Campsite,Long Pond State Forest,42.41897525,-75.8381486,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.41726186,-75.83599117,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.41611718,-75.83426376,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.4184276,-75.83668162,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.41915784,-75.83842527,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.41911197,-75.83853974,5741 State Route 41,Smithville,Chenango,,
Campsite,Long Pond State Forest,42.41967469,-75.83855979,5741 State Route 41,Smithville,Chenango,,
Ch35a59.2 Campsite,Long Pond State Forest,42.41757334,-75.83160231,5741 State Route 41,Smithville,Chenango,,
Campsite,Lost Nation State Forest,42.50519393,-78.28112006,11506 Smith Cross Rd,Centerville,Allegany,,
Campsite,Lost Nation State Forest,42.50170839,-78.26401744,11313 Lost Nation Rd,Centerville,Allegany,,
Campsite,Lost Nation State Forest,42.52105769,-78.26283167,3221 W Washburn Rd,Centerville,Allegany,,
Lean-To,Lowville Demonstration Area,43.8089062,-75.47495596,7287 State Route 812,Lowville,Lewis,,
Ludlow Creek Lean-To,Ludlow Creek State Forest,42.44580192,-75.70150696,347 Tucker Rd,Smithville,Chenango,,
Campsite,Lutheranville State Forest,42.61247398,-74.64005521,180 American Way,Summit,Schoharie,,
Sisson Rd Campsite,Lutheranville State Forest,42.61105999,-74.63997241,180 American Way,Summit,Schoharie,,
Campsite,Mallet Pond State Forest,42.5878422,-74.52232746,634 Rossman Fly Rd AOR,Fulton,Schoharie,,
Campsite,Mallet Pond State Forest,42.59415963,-74.5290359,147 Bobbys Way,Summit,Schoharie,,
Housesite Campsite,Maple Hill State Forest,42.07796584,-76.61137905,197 Rowley Rd,Chemung,Chemung,,
Pond Campsite,Maple Hill State Forest,42.08492284,-76.61822485,108 Putt Hill Rd,Chemung,Chemung,,
Paradise Garden Lean-To,Mariposa State Forest,42.72322291,-75.8739624,2268 County Road 12,Lincklaen,Chenango,,
North Bryce Road Campsite,Marsh Pond State Forest,42.12192487,-75.54048887,519 Bryce Rd,Sanford,Broome,,
South Bryce Road Campsite,Marsh Pond State Forest,42.12174015,-75.53804503,354 Marsh Pond Rd,Sanford,Broome,,
Mccarthy Hill Leanto,Mccarthy Hill State Forest,42.09650075,-77.19643784,8363 Ackerson Rd,Erwin,Steuben,,
Mccarthy Log Landing Campsite,Mccarthy Hill State Forest,42.09753096,-77.19444724,8418 Dininny Rd,Erwin,Steuben,,
8 Ccc Cross Pfar,Mccarty Hill State Forest,42.24536127,-78.70056799,872 McCarthy Hill Rd,Little Valley,Cattaraugus,,
9 Ccc Cross Pfar,Mccarty Hill State Forest,42.25008233,-78.69743897,873 McCarthy Hill Rd,Little Valley,Cattaraugus,,
Broadwide Landing,Mccarty Hill State Forest,42.2417028,-78.68606011,6631 Mutton Hollow Rd,Great Valley,Cattaraugus,,
Designated Campsite,Mccarty Hill State Forest,42.25328569,-78.69299839,1081 Route 242,Great Valley,Cattaraugus,,
Mcdonough Road Campsite,Mcdonough State Forest,42.50595925,-75.63980022,612 McDonough Rd,Preston,Chenango,,
Whaley Pond East,Mcdonough State Forest,42.52626123,-75.69855013,314 Dec Whaley Rd,McDonough,Chenango,,
Whaley Pond West,Mcdonough State Forest,42.52565353,-75.70077615,314 Dec Whaley Rd,McDonough,Chenango,,
Franklin Falls Pond Campsite #10,Mckenzie Mountain Wilderness,44.41297454,-73.99450146,1124 River Rd,St. Armand,Essex,,
Moose Creek Site,Mckenzie Mountain Wilderness,44.35875181,-74.10106661,909 NYS Route 3,St. Armand,Essex,,
Moose Pond Site 1,Mckenzie Mountain Wilderness,44.37475881,-74.05950262,166 Moose Pond Ln,St. Armand,Essex,,
Moose Pond Site 2,Mckenzie Mountain Wilderness,44.37478044,-74.05752406,166 Moose Pond Ln,St. Armand,Essex,,
Moose Pond Site 3,Mckenzie Mountain Wilderness,44.36767807,-74.06747411,1208 NYS Route 3,St. Armand,Essex,,
Moose Pond Site 4,Mckenzie Mountain Wilderness,44.36817852,-74.07116223,1208 NYS Route 3,St. Armand,Essex,,
Placid Lean-To,Mckenzie Mountain Wilderness,44.32145605,-74.03078604,22 Scenic View Dr,North Elba,Essex,,
White Face Brook Lean-To,Mckenzie Mountain Wilderness,44.34421691,-73.92864694,12 George and Bliss Ln Unit 225,North Elba,Essex,,
Hoppers Bridge Campsite,Meads Creek State Forest,42.25582121,-77.11051127,5355 Meads Creek Rd,Campbell,Steuben,,
Hoppers Bridge Campsite,Meads Creek State Forest,42.25629675,-77.11069553,5355 Meads Creek Rd,Campbell,Steuben,,
Wixon Rd Campsite,Meads Creek State Forest,42.26486325,-77.13157237,5478 Wixon Rd,Campbell,Steuben,,
Helidiver Pond Campsite,Moose River Plains Camping Area,43.67027844,-74.6927112,640 State Route 28,Inlet,Hamilton,,
Moose Riiver Plains Campsite #1,Moose River Plains Camping Area,43.72646714,-74.47528454,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 001,Moose River Plains Camping Area,43.70331626,-74.57421482,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 01,Moose River Plains Camping Area,43.72667672,-74.47410027,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 02,Moose River Plains Camping Area,43.7266515,-74.47331107,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 03,Moose River Plains Camping Area,43.72595951,-74.47389997,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 04,Moose River Plains Camping Area,43.72606769,-74.47423265,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 05,Moose River Plains Camping Area,43.72556379,-74.47417512,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 06,Moose River Plains Camping Area,43.72522313,-74.47458304,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 10,Moose River Plains Camping Area,43.7031498,-74.58938641,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 11,Moose River Plains Camping Area,43.70245861,-74.59265465,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 119a,Moose River Plains Camping Area,43.6844716,-74.76469618,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 12,Moose River Plains Camping Area,43.70286671,-74.59298333,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 120,Moose River Plains Camping Area,43.6848543,-74.76642536,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 122,Moose River Plains Camping Area,43.68436735,-74.77171719,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 123,Moose River Plains Camping Area,43.68042288,-74.77829517,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 123a,Moose River Plains Camping Area,43.68024226,-74.78296504,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 124,Moose River Plains Camping Area,43.67920305,-74.78479725,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 124a,Moose River Plains Camping Area,43.67858999,-74.78643199,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 125,Moose River Plains Camping Area,43.678356,-74.7880327,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 125a,Moose River Plains Camping Area,43.67760173,-74.79022293,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 126,Moose River Plains Camping Area,43.67485353,-74.79059164,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 126a,Moose River Plains Camping Area,43.67561106,-74.79016457,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 127,Moose River Plains Camping Area,43.67397764,-74.79108441,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 128,Moose River Plains Camping Area,43.67514135,-74.79248428,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 129,Moose River Plains Camping Area,43.67037848,-74.79263128,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 129a,Moose River Plains Camping Area,43.66893702,-74.79488879,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 129aa,Moose River Plains Camping Area,43.66744974,-74.7980604,118 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 13,Moose River Plains Camping Area,43.70104021,-74.59563557,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 130,Moose River Plains Camping Area,43.66662709,-74.8019152,118 Parkhurst Rd,Ohio,Herkimer,,
Moose River Plains Campsite 130a,Moose River Plains Camping Area,43.6661053,-74.80165576,118 Parkhurst Rd,Ohio,Herkimer,,
Moose River Plains Campsite 130aa,Moose River Plains Camping Area,43.66690941,-74.80073907,118 Parkhurst Rd,Ohio,Herkimer,,
Moose River Plains Campsite 131,Moose River Plains Camping Area,43.66435816,-74.80541548,118 Parkhurst Rd,Ohio,Herkimer,,
Moose River Plains Campsite 132,Moose River Plains Camping Area,43.6652083,-74.80368262,118 Parkhurst Rd,Ohio,Herkimer,,
Moose River Plains Campsite 14,Moose River Plains Camping Area,43.70103285,-74.59745747,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 16,Moose River Plains Camping Area,43.70252946,-74.59698852,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 17,Moose River Plains Camping Area,43.70210287,-74.59665993,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 18,Moose River Plains Camping Area,43.70238463,-74.59788186,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 19,Moose River Plains Camping Area,43.70035465,-74.59648729,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 21,Moose River Plains Camping Area,43.69572179,-74.60205631,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 22,Moose River Plains Camping Area,43.69358175,-74.60367648,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 27,Moose River Plains Camping Area,43.69265406,-74.60822018,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 3,Moose River Plains Camping Area,43.70273015,-74.57577425,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 30,Moose River Plains Camping Area,43.69185256,-74.61184522,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 31,Moose River Plains Camping Area,43.68818562,-74.62716296,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 34,Moose River Plains Camping Area,43.68469543,-74.63467825,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 38,Moose River Plains Camping Area,43.68360293,-74.64013936,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 39,Moose River Plains Camping Area,43.68414763,-74.6487512,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 4,Moose River Plains Camping Area,43.70264211,-74.57697319,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 40,Moose River Plains Camping Area,43.68294216,-74.65377936,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 41,Moose River Plains Camping Area,43.68131135,-74.65891167,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 42,Moose River Plains Camping Area,43.67990391,-74.66460317,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 43,Moose River Plains Camping Area,43.67937279,-74.66641567,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 44,Moose River Plains Camping Area,43.67880879,-74.66965554,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 48,Moose River Plains Camping Area,43.68142683,-74.66671013,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 49,Moose River Plains Camping Area,43.68194564,-74.66701311,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 50,Moose River Plains Camping Area,43.67798661,-74.67320258,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 51,Moose River Plains Camping Area,43.67751085,-74.67501464,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 52,Moose River Plains Camping Area,43.67488408,-74.68152738,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 53,Moose River Plains Camping Area,43.67333176,-74.68204526,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 54,Moose River Plains Camping Area,43.67326854,-74.68228204,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 55,Moose River Plains Camping Area,43.6733706,-74.68270764,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 56,Moose River Plains Camping Area,43.67312659,-74.68914756,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 57,Moose River Plains Camping Area,43.67366731,-74.6902687,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 58,Moose River Plains Camping Area,43.67359791,-74.6920316,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 59,Moose River Plains Camping Area,43.67237664,-74.69293187,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 60,Moose River Plains Camping Area,43.67131935,-74.69275846,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 61,Moose River Plains Camping Area,43.67050199,-74.69217514,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 64,Moose River Plains Camping Area,43.67575219,-74.70750082,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 66,Moose River Plains Camping Area,43.67842039,-74.7068492,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 67,Moose River Plains Camping Area,43.68510414,-74.70318871,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 69,Moose River Plains Camping Area,43.6834517,-74.7168907,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 7,Moose River Plains Camping Area,43.70400701,-74.5809411,1185 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 70,Moose River Plains Camping Area,43.6839906,-74.72498702,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 71,Moose River Plains Camping Area,43.68337764,-74.73219479,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 72,Moose River Plains Camping Area,43.6828956,-74.73590847,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 73,Moose River Plains Camping Area,43.68357771,-74.73871889,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 74,Moose River Plains Camping Area,43.68391875,-74.74228578,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 76,Moose River Plains Camping Area,43.68644527,-74.74716893,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 77,Moose River Plains Camping Area,43.68979615,-74.74848038,100 Parkhurst Rd,Inlet,Hamilton,,
?,Moose River Plains Wild Forest,43.64511653,-74.69622163,100 Parkhurst Rd,Morehouse,Hamilton,,
64a Mitchell,Moose River Plains Wild Forest,43.67061363,-74.7387363,100 Parkhurst Rd,Inlet,Hamilton,,
8th Lake Island Lean-To,Moose River Plains Wild Forest,43.77902463,-74.70442891,235 Stock Ln,Inlet,Hamilton,,
8th Lake North Shore,Moose River Plains Wild Forest,43.7801153,-74.70443901,235 Stock Ln,Inlet,Hamilton,,
8thlake East Shore Lean-To,Moose River Plains Wild Forest,43.78978267,-74.69859227,510 Uncas Rd,Inlet,Hamilton,,
Beaver Bay Lean-To,Moose River Plains Wild Forest,43.83206646,-74.66163125,1017 Indian Pt CBD,Long Lake,Hamilton,,
Beaver Lake,Moose River Plains Wild Forest,43.65166134,-74.74078334,100 Parkhurst Rd,Morehouse,Hamilton,,
Cedar River Flow Primitive Campsite 2,Moose River Plains Wild Forest,43.71047377,-74.48023438,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Cedar River Flow Primitive Campsite 3,Moose River Plains Wild Forest,43.7145237,-74.46792644,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Cedar River Flow Primitive Campsite 5,Moose River Plains Wild Forest,43.71117116,-74.46751785,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Cedar River Flow Primitive Campsite 6,Moose River Plains Wild Forest,43.70847679,-74.47177032,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Cedar River Flow Tentsite,Moose River Plains Wild Forest,43.7029248,-74.48713041,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Icehouse Pond Accessible Campsite,Moose River Plains Wild Forest,43.66454069,-74.70316232,100 Parkhurst Rd,Inlet,Hamilton,,
Lonesome Bay Lean-To,Moose River Plains Wild Forest,43.83124689,-74.66054604,808 Brightside Rd,Long Lake,Hamilton,,
Mitchell,Moose River Plains Wild Forest,43.67294759,-74.75025386,100 Parkhurst Rd,Inlet,Hamilton,,
Mitchell,Moose River Plains Wild Forest,43.67169919,-74.74321248,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 010,Moose River Plains Wild Forest,43.72663082,-74.47126003,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 09,Moose River Plains Wild Forest,43.72627536,-74.47178403,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Moose River Plains Campsite 101,Moose River Plains Wild Forest,43.65644206,-74.69389561,640 State Route 28,Morehouse,Hamilton,,
Moose River Plains Campsite 103,Moose River Plains Wild Forest,43.65710872,-74.68734463,640 State Route 28,Morehouse,Hamilton,,
Moose River Plains Campsite 104,Moose River Plains Wild Forest,43.65606174,-74.68329929,640 State Route 28,Morehouse,Hamilton,,
Moose River Plains Campsite 106,Moose River Plains Wild Forest,43.65651216,-74.67899135,640 State Route 28,Morehouse,Hamilton,,
Moose River Plains Campsite 110,Moose River Plains Wild Forest,43.65660726,-74.67338595,1811 Sagamore Rd CBD,Morehouse,Hamilton,,
Moose River Plains Campsite 111,Moose River Plains Wild Forest,43.65392353,-74.67477189,1811 Sagamore Rd CBD,Morehouse,Hamilton,,
Moose River Plains Campsite 140a,Moose River Plains Wild Forest,43.61547536,-74.74999421,100 Parkhurst Rd,Morehouse,Hamilton,,
Moose River Plains Campsite 35,Moose River Plains Wild Forest,43.68366903,-74.63185528,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Moose River Plains Campsite 46,Moose River Plains Wild Forest,43.68681796,-74.66555819,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 47,Moose River Plains Wild Forest,43.6859473,-74.67220529,1811 Sagamore Rd CBD,Inlet,Hamilton,,
Moose River Plains Campsite 80,Moose River Plains Wild Forest,43.66209179,-74.71121819,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 81,Moose River Plains Wild Forest,43.66466022,-74.70295029,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 82,Moose River Plains Wild Forest,43.66030838,-74.70103539,100 Parkhurst Rd,Inlet,Hamilton,,
Moose River Plains Campsite 84,Moose River Plains Wild Forest,43.66199625,-74.69577833,640 State Route 28,Inlet,Hamilton,,
Moose River Plains Campsite 89,Moose River Plains Wild Forest,43.65831123,-74.70124912,100 Parkhurst Rd,Morehouse,Hamilton,,
Moose River Plains Campsite 90,Moose River Plains Wild Forest,43.65774466,-74.70387609,100 Parkhurst Rd,Morehouse,Hamilton,,
Moose River Plains Campsite 98,Moose River Plains Wild Forest,43.65887256,-74.69666034,640 State Route 28,Morehouse,Hamilton,,
Sevemth Lake Campsite 2,Moose River Plains Wild Forest,43.74288576,-74.73080901,625 State Route 28,Inlet,Hamilton,,
Seventh Lake Campsite 3,Moose River Plains Wild Forest,43.74144721,-74.73606958,2 Goff Is CBD,Inlet,Hamilton,,
Seventh Lake Campsite 4,Moose River Plains Wild Forest,43.7493566,-74.73822351,194 Seventh Lake Rd,Inlet,Hamilton,,
Seventh Lake Campsite 5,Moose River Plains Wild Forest,43.75126497,-74.73178735,1 Goff Is CBD,Inlet,Hamilton,,
Seventh Lake Campsite 6,Moose River Plains Wild Forest,43.75402124,-74.72481549,1 Goff Is CBD,Inlet,Hamilton,,
Seventh Lake Lean-To 1,Moose River Plains Wild Forest,43.74780502,-74.74419851,194 Seventh Lake Rd,Inlet,Hamilton,,
Seventh Lake Lean-To 2,Moose River Plains Wild Forest,43.75076651,-74.73464279,194 Seventh Lake Rd,Inlet,Hamilton,,
Seventh Lake Lean-To 3,Moose River Plains Wild Forest,43.75076936,-74.72543087,1 Goff Is CBD,Inlet,Hamilton,,
Wakely Pond,Moose River Plains Wild Forest,43.74193884,-74.46553276,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Fire Tower Campsite,Morgan Hill State Forest,42.76763716,-75.99771734,7633 Morgan Hill Rd PAR,Cuyler,Cortland,,
Fire Tower Campsite,Morgan Hill State Forest,42.7679643,-75.99864521,7633 Morgan Hill Rd PAR,Cuyler,Cortland,,
Hemlock Lean-To,Morgan Hill State Forest,42.76679391,-76.00950883,7417 Shackham Rd,Truxton,Cortland,,
Morgan Hill State Forest Spruce Pond Site #1-Ada,Morgan Hill State Forest,42.79954001,-76.02581215,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #10,Morgan Hill State Forest,42.80141201,-76.02537715,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #2,Morgan Hill State Forest,42.79981701,-76.02589616,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #3,Morgan Hill State Forest,42.80026801,-76.02601915,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #4,Morgan Hill State Forest,42.80047501,-76.02619116,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #5,Morgan Hill State Forest,42.80078201,-76.02634415,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #6,Morgan Hill State Forest,42.80111001,-76.02643616,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #7,Morgan Hill State Forest,42.80103601,-76.02700415,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #8,Morgan Hill State Forest,42.80148201,-76.02713415,615 Herlihy Rd,Fabius,Onondaga,,
Morgan Hill State Forest Spruce Pond Site #9,Morgan Hill State Forest,42.80149901,-76.02634715,615 Herlihy Rd,Fabius,Onondaga,,
Spruce Pond Campsites,Morgan Hill State Forest,42.79974261,-76.02563627,615 Herlihy Rd,Fabius,Onondaga,,
Unnamed,Morgan Hill State Forest,42.75986561,-76.00036278,7633 Morgan Hill Rd PAR,Cuyler,Cortland,,
Unnamed,Morgan Hill State Forest,42.77854231,-75.98463908,7989 Eaton Hill Rd,Cuyler,Cortland,,
Unnamed,Morgan Hill State Forest,42.778027,-75.99066417,7989 Eaton Hill Rd,Cuyler,Cortland,,
Unnamed,Morgan Hill State Forest,42.80021886,-75.9985098,600 Shackham Rd,Fabius,Onondaga,,
Unnamed,Morgan Hill State Forest,42.79194842,-76.0090936,549 Shackham Rd,Fabius,Onondaga,,
Unnamed,Morgan Hill State Forest,42.79722042,-76.00412762,600 Shackham Rd,Fabius,Onondaga,,
Unnamed,Morgan Hill State Forest,42.78498026,-75.9961733,7989 Eaton Hill Rd,Cuyler,Cortland,,
Unnamed,Morgan Hill State Forest,42.79342022,-75.99643105,600 Shackham Rd,Fabius,Onondaga,,
Unnamed,Morgan Hill State Forest,42.79895158,-76.00354121,600 Shackham Rd,Fabius,Onondaga,,
Moss Hill State Forest Obrien Road Campsite #2,Moss Hill State Forest,42.31379279,-77.22016434,6345 OBrien Rd,Bath,Steuben,,
Unnamed,Moss Hill State Forest,42.31608956,-77.20095421,6489 Robie Rd,Bath,Steuben,,
Unnamed,Moss Hill State Forest,42.32403657,-77.2064509,8190 Irish Hill Rd,Bath,Steuben,,
Unnamed,Moss Hill State Forest,42.31481721,-77.21997977,6345 OBrien Rd,Bath,Steuben,,
Beck Forest Road,Mount Pleasant State Forest,42.20249387,-79.54566785,4662 Beck Rd,Chautauqua,Chautauqua,,
Barn Rock Campsite,NA,44.21192318,-73.37066214,518 Rock Harbor Way,Westport,Essex,,
Black Bay Lean-To,NA,44.15116133,-74.56576062,115 Warren Point Rd,Piercefield,St. Lawrence,,
Campsite 10,NA,43.52930559,-75.89532351,130 Gay Dr,Orwell,Oswego,,
Campsite 12,NA,43.54438094,-75.9064768,252 Dam Rd,Orwell,Oswego,,
Campsite 13,NA,43.54343033,-75.91122584,263 Dam Rd,Orwell,Oswego,,
Campsite 14,NA,43.54932963,-75.91628962,35 Reservoir Run,Orwell,Oswego,,
Campsite 15,NA,43.54932963,-75.91628962,35 Reservoir Run,Orwell,Oswego,,
Campsite 16,NA,43.54941039,-75.91095028,92 Salmon Run Rd,Orwell,Oswego,,
Campsite 17,NA,43.54510029,-75.8998779,160 Salmon Run Rd,Orwell,Oswego,,
Campsite 18,NA,43.54347441,-75.89595449,121 W Noble Shrs,Orwell,Oswego,,
Campsite 19,NA,43.52375425,-75.85996926,4272 County Route 17,Redfield,Oswego,,
Campsite 29,NA,44.14092074,-74.86288566,345 S Shore Rd,Clifton,St. Lawrence,,
Campsite 3,NA,43.53223029,-75.83264493,38 Yerdon Dr,Redfield,Oswego,,
Campsite 31,NA,44.14177755,-74.85675344,345 S Shore Rd,Clifton,St. Lawrence,,
Campsite 7,NA,43.54175668,-75.91508152,263 Dam Rd,Orwell,Oswego,,
Campsite 8,NA,43.53948877,-75.90906546,252 Dam Rd,Orwell,Oswego,,
Campsite 9,NA,43.53606962,-75.90262414,186 Dam Rd,Orwell,Oswego,,
Catlin Bay #2 Lean-To,NA,43.99721438,-74.39593937,10 Eagle Way,Long Lake,Hamilton,,
Cranberry Lake Campsite 11,NA,44.17183964,-74.79385637,"1 Barber Pt CR, CBD",Clifton,St. Lawrence,,
Cranberry Lake Campsite 3,NA,44.18366065,-74.80407179,243 Lone Pine Rd,Clifton,St. Lawrence,,
Cranberry Lake Primitive Campsite 44,NA,44.17162743,-74.84507613,747 Columbian Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 27,NA,44.15747663,-74.85534393,747 Columbian Rd,Clifton,St. Lawrence,,
Dead Creek Flow Primitive Campsite 37,NA,44.11435215,-74.89562759,54 S Shore Rd,Fine,St. Lawrence,,
Designated Camping Site,NA,42.088333,-78.96315817,1014 Carrs Corners Rd,Randolph,Cattaraugus,,
Easement Site 1,NA,43.52687209,-75.84379038,4300 County Route 17,Redfield,Oswego,,
Easement Site 2,NA,43.53016188,-75.84913614,213 County Route 2,Redfield,Oswego,,
Easement Site 3,NA,43.53508122,-75.86436114,34 E Noble Shrs,Redfield,Oswego,,
Easement Site 4,NA,43.53352742,-75.86593515,34 E Noble Shrs,Redfield,Oswego,,
Easement Site 5,NA,43.53674607,-75.87144147,34 E Noble Shrs,Redfield,Oswego,,
